GATEWAY_ID;EUI;METER_ID;real_volume;HOUR_FRONZEN;DATA_TIME;ALARM_CODE;DIAGNOS;Seq;GATEWAY_TIME;FREQ;SF;RSSI;LSNR;PORT;HOUR0_FRONZEN;HOUR1_FRONZEN;HOUR2_FRONZEN;HOUR3_FRONZEN;HOUR4_FRONZEN;HOUR5_FRONZEN;HOUR6_FRONZEN;HOUR7_FRONZEN;HOUR8_FRONZEN;HOUR9_FRONZEN;HOUR10_FRONZEN;HOUR11_FRONZEN;HOUR12_FRONZEN;HOUR13_FRONZEN;HOUR14_FRONZEN;HOUR15_FRONZEN;HOUR16_FRONZEN;HOUR17_FRONZEN;HOUR18_FRONZEN;HOUR19_FRONZEN;HOUR20_FRONZEN;HOUR21_FRONZEN;HOUR22_FRONZEN;HOUR23_FRONZEN;COMM_VOLTAGE;METER_TIME
385301481433800F;3F53012B00005860;00KB23006419    ;0.304;;2025/01/22 13:20:41.000000000;0002       ;           ;5906;;924,0;12              ;-120    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;3353012813AF1E92;00KA20012814    ;978.52;;2025/01/22 13:20:41.000000000;0002       ;           ;12303;;924,0;12              ;-85     ;8,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1041408;00KA24020502    ;47.34;;2025/01/22 13:20:40.000000000;0000       ;           ;3449;;924,0;12              ;-98     ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AA;3F53012B00005997;00KB23006427    ;154.123;;2025/01/22 13:20:38.000000000;0000       ;           ;5855;;925,0;12              ;-112    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1039737;00KA24020490    ;68.355;;2025/01/22 13:20:37.000000000;0000       ;           ;2387;;923,0;12              ;-106    ;-8,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000375;3353012813AF1862;00KA20012812    ;22.823;;2025/01/22 13:20:37.000000000;0000       ;           ;12365;;924,0;12              ;-101    ;2,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000001BB;3F53012B00005826;00KB23006417    ;0.272;;2025/01/22 13:20:36.000000000;0002       ;           ;5879;;924,0;12              ;-113    ;-15,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1037081;00KA24021622    ;36.34;;2025/01/22 13:20:34.000000000;0000       ;           ;2437;;924,0;12              ;-101    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180006;3353012813AF1AED;00KA20006416    ;185.344;;2025/01/22 13:20:34.000000000;0000       ;           ;15145;;924,0;12              ;-120    ;-3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000000DD;3353012813AF0726;00KA20005284    ;110.787;;2025/01/22 13:20:34.000000000;0002       ;           ;15271;;923,0;12              ;-120    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1035647;00KA24021611    ;1.417;;2025/01/22 13:20:31.000000000;0000       ;           ;2456;;924,0;12              ;-117    ;-11,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000195;3F53012B00003E40;00KA22022810    ;114.496;;2025/01/22 13:20:30.000000000;0000       ;           ;9607;;924,0;12              ;-110    ;-2,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000018;3353012813AF122F;00KA20006415    ;70.793;;2025/01/22 13:20:28.000000000;0000       ;           ;15019;;924,0;12              ;-114    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813AF217B;00KA20012809    ;167.988;;2025/01/22 13:20:27.000000000;0000       ;           ;12393;;924,0;12              ;-104    ;-14,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;335301281399820E;00KA20002809    ;4871.168;;2025/01/22 13:20:27.000000000;0000       ;           ;15696;;925,0;12              ;-111    ;-18,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;33530128139983B5;00KA20002817    ;4033.032;;2025/01/22 13:20:26.000000000;0000       ;           ;16066;;923,0;12              ;-106    ;-9,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000077;3F53012B00000698;00KA21016414    ;850.062;;2025/01/22 13:20:25.000000000;0000       ;           ;11469;;924,0;12              ;-104    ;3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
34010124126B0007;340101241231003B;18151089        ;1342.512;;2025/01/22 13:20:23.000000000;0002       ;00         ;82671;;434,0;12              ;-96     ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1038236;00KA24021608    ;75.341;;2025/01/22 13:20:21.000000000;0000       ;           ;2440;;924,0;12              ;-104    ;-6,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180006;3353012813AF1981;00KA20006413    ;28.37;;2025/01/22 13:20:21.000000000;0000       ;           ;15165;;924,0;12              ;-117    ;-9,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000007A;3353012813AF1F20;00KA20012807    ;1643.025;;2025/01/22 13:20:21.000000000;0000       ;           ;12383;;924,0;12              ;-120    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813AF2290;00KA20012806    ;108.526;;2025/01/22 13:20:18.000000000;0000       ;           ;12384;;924,0;12              ;-109    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000375;33530128139982FC;00KA20002806    ;1347.502;;2025/01/22 13:20:18.000000000;0000       ;           ;15623;;923,0;12              ;-112    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000000DD;3353012813AF0143;00KA20005291    ;536.249;;2025/01/22 13:20:17.000000000;0000       ;           ;15346;;924,0;12              ;-120    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180006;3353012813AF069F;00KA20006411    ;390.639;;2025/01/22 13:20:16.000000000;0000       ;           ;15206;;924,0;12              ;-113    ;-3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000001BC;3F53012B00005E72;00KB23006409    ;36.284;;2025/01/22 13:20:16.000000000;0000       ;           ;6877;;924,0;12              ;-113    ;-18,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000195;3F53012B00003DA7;00KA22022805    ;132.313;;2025/01/22 13:20:15.000000000;0000       ;           ;9657;;924,0;12              ;-97     ;6,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813AF16D8;00KA20012805    ;0.398;;2025/01/22 13:20:15.000000000;0000       ;           ;12343;;924,0;12              ;-105    ;-14,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000195;3F53012B00004443;00KA22022804    ;136.255;;2025/01/22 13:20:12.000000000;0000       ;           ;9765;;924,0;12              ;-111    ;-2,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000018;3353012813AF0BC4;00KA20006420    ;1253.366;;2025/01/22 13:20:10.000000000;0000       ;           ;15005;;923,0;12              ;-114    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1035935;00KA24021604    ;7.519;;2025/01/22 13:20:09.000000000;0000       ;           ;2434;;924,0;12              ;-101    ;-12,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;33530128139983C1;00KA20002803    ;3121.833;;2025/01/22 13:20:08.000000000;0000       ;           ;15709;;924,0;12              ;-107    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1035766;00KA24021613    ;24.644;;2025/01/22 13:20:07.000000000;0000       ;           ;2444;;924,0;12              ;-117    ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813998231;00KA20002810    ;9481.888;;2025/01/22 13:20:06.000000000;0000       ;           ;15601;;924,0;12              ;-109    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;335301281399820D;00KA20002813    ;3047.793;;2025/01/22 13:20:05.000000000;0000       ;           ;15697;;924,0;12              ;-97     ;-8,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A5301210102074E;6353012AF1038889;00KA24021621    ;0.369;;2025/01/22 13:20:05.000000000;0002       ;           ;2436;;924,0;12              ;-116    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1039664;00KA24021631    ;35.276;;2025/01/22 13:20:04.000000000;0000       ;           ;2439;;925,0;12              ;-120    ;-10,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1035567;00KA24021620    ;16.082;;2025/01/22 13:20:03.000000000;0000       ;           ;2435;;923,0;12              ;-113    ;4,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000195;3F53012B0000444C;00KA22022801    ;297.831;;2025/01/22 13:20:03.000000000;0000       ;           ;9713;;925,0;12              ;-106    ;3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000076;6353012AF1036377;00KA24021612    ;5.288;;2025/01/22 13:20:03.000000000;0000       ;           ;2438;;924,0;12              ;-105    ;-15,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000375;3353012813AF2309;00KA20012801    ;60.972;;2025/01/22 13:20:02.000000000;0000       ;           ;12338;;924,0;12              ;-108    ;-4,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AA;3F53012B00005C85;00KB23006405    ;147.475;;2025/01/22 13:19:59.000000000;0000       ;           ;6852;;924,0;12              ;-112    ;-11,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813998326;00KA20002799    ;6356.107;;2025/01/22 13:19:58.000000000;0000       ;           ;15682;;924,0;12              ;-104    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1036548;00KA24020528    ;59.316;;2025/01/22 13:19:57.000000000;0000       ;           ;2439;;925,0;12              ;-104    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813998448;00KA20002816    ;4939.163;;2025/01/22 13:19:54.000000000;0000       ;           ;15727;;925,0;12              ;-104    ;-4,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;335301281399812C;00KA20002797    ;2635.777;;2025/01/22 13:19:51.000000000;0000       ;           ;15710;;924,0;12              ;-97     ;4,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800E;3F53012B000020EC;00KA21016398    ;316.828;;2025/01/22 13:19:50.000000000;0000       ;           ;11393;;924,0;12              ;-103    ;-3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000001C;3353012813AF0B6D;00KA20006402    ;848.333;;2025/01/22 13:19:48.000000000;0002       ;           ;15157;;923,0;12              ;-120    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800E;3F53012B00001220;00KA21016400    ;396.267;;2025/01/22 13:19:46.000000000;0000       ;           ;11486;;924,0;12              ;-115    ;-3,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000001BB;3F53012B00005C96;00KB23006397    ;0.321;;2025/01/22 13:19:46.000000000;0002       ;           ;8858;;924,0;12              ;-114    ;-16,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813AF17DA;00KA20012804    ;1524.89;;2025/01/22 13:19:44.000000000;0000       ;           ;12359;;923,0;12              ;-106    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;6353012AF1037075;00KA24021595    ;42.604;;2025/01/22 13:19:44.000000000;0000       ;           ;2434;;924,0;12              ;-109    ;-12,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813AF0024;00KA20002802    ;3866.458;;2025/01/22 13:19:43.000000000;0000       ;           ;15574;;924,0;12              ;-108    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A5301210102074E;3353012813AF13B1;00KA20011699    ;2248.389;;2025/01/22 13:19:42.000000000;0000       ;           ;12125;;924,0;12              ;-116    ;-11,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180005;3F53012B00005D02;00KB23006399    ;0.321;;2025/01/22 13:19:41.000000000;0002       ;           ;6875;;924,0;12              ;-117    ;-14,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1038534;00KA24021605    ;30.058;;2025/01/22 13:19:40.000000000;0000       ;           ;2438;;923,0;12              ;-96     ;-2,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180004;3F53012B00005E77;00KB23006398    ;0.76;;2025/01/22 13:19:38.000000000;0002       ;           ;6873;;924,0;12              ;-117    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1039009;00KA24021601    ;14.8;;2025/01/22 13:19:36.000000000;0000       ;           ;2433;;925,0;12              ;-102    ;-6,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;33530128142A0678;00KA20012802    ;335.494;;2025/01/22 13:19:36.000000000;0000       ;           ;12392;;924,0;12              ;-106    ;-13,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813998400;00KA20002811    ;1130.838;;2025/01/22 13:19:35.000000000;0000       ;           ;15654;;924,0;12              ;-93     ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;6353012AF1038768;00KA24021592    ;0.216;;2025/01/22 13:19:35.000000000;0000       ;           ;3434;;924,0;12              ;-104    ;-7,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800E;3353012813AF185B;00KA20009992    ;830.074;;2025/01/22 13:19:34.000000000;0000       ;           ;14953;;924,0;12              ;-112    ;-1,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;33530128139980FB;00KA20002791    ;8965.807;;2025/01/22 13:19:33.000000000;0000       ;           ;15701;;923,0;12              ;-109    ;-9,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;6353012AF1039969;00KA24021600    ;3.568;;2025/01/22 13:19:32.000000000;0000       ;           ;2434;;924,0;12              ;-105    ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813998378;00KA20002801    ;7998.827;;2025/01/22 13:19:30.000000000;0000       ;           ;15693;;925,0;12              ;-101    ;1,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;3353012813998D50;00KA20002790    ;3052.985;;2025/01/22 13:19:30.000000000;0000       ;           ;15646;;924,0;12              ;-104    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800F;33530128142A00DD;00KA20012790    ;178.87;;2025/01/22 13:19:30.000000000;0000       ;           ;12315;;923,0;12              ;-121    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000019;3F53012B00002568;00KA21019993    ;1052.486;;2025/01/22 13:19:30.000000000;0000       ;           ;11342;;924,0;12              ;-120    ;-9,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000007A;3353012813AF2056;00KA20012813    ;31.596;;2025/01/22 13:19:29.000000000;0000       ;           ;12387;;923,0;12              ;-105    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800E;3F53012B000014FD;00KA21016394    ;750.661;;2025/01/22 13:19:26.000000000;0000       ;           ;11463;;924,0;12              ;-115    ;-6,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000007CB;3F53012B000057D5;00KB23006393    ;117.788;;2025/01/22 13:19:24.000000000;0000       ;           ;6865;;924,0;12              ;-112    ;-18,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A5301210102074E;3F53012B00001B93;00KA21019991    ;309.001;;2025/01/22 13:19:24.000000000;0000       ;           ;1376;;924,0;12              ;-116    ;-19,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;33530128139983DB;00KA20002820    ;1793.351;;2025/01/22 13:19:22.000000000;0000       ;           ;15608;;924,0;12              ;-110    ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A00000383;3353012813AF0CE3;00KA20009990    ;67.84;;2025/01/22 13:19:22.000000000;0002       ;           ;15255;;925,0;12              ;-109    ;-16,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207AC;33530128139980DE;00KA20002787    ;2340.193;;2025/01/22 13:19:21.000000000;0000       ;           ;15714;;925,0;12              ;-111    ;-21,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A5301210102074E;3F53012B00002120;00KA21019990    ;3261.893;;2025/01/22 13:19:21.000000000;0000       ;           ;11484;;924,0;12              ;-117    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800E;3F53012B00000C1C;00KA21016403    ;618.963;;2025/01/22 13:19:20.000000000;0000       ;           ;11536;;923,0;12              ;-120    ;-11,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;6353012AF1040428;00KA24021596    ;82.797;;2025/01/22 13:19:17.000000000;0000       ;           ;2435;;924,0;12              ;-100    ;-8,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180001;3353012813AF01DA;00KA20006391    ;316.541;;2025/01/22 13:19:16.000000000;0002       ;           ;15152;;924,0;12              ;-113    ;-11,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1038577;00KA24021586    ;13.171;;2025/01/22 13:19:16.000000000;0000       ;           ;3445;;924,0;12              ;-73     ;5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1036262;00KA24021585    ;27.945;;2025/01/22 13:19:13.000000000;0000       ;           ;2447;;923,0;12              ;-97     ;-5,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800F;3353012813998D09;00KA20002784    ;2507.186;;2025/01/22 13:19:12.000000000;0000       ;           ;15651;;923,0;12              ;-112    ;-17,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A0000053F;3353012813998CBE;00KA20002793    ;5292.958;;2025/01/22 13:19:11.000000000;0000       ;           ;15724;;924,0;12              ;-99     ;-1,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1038230;00KA24021583    ;46.097;;2025/01/22 13:19:10.000000000;0001       ;           ;3440;;923,0;12              ;-90     ;2,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
385301481433800F;3F53012B00005E79;00KB23006387    ;0.627;;2025/01/22 13:19:10.000000000;0002       ;           ;8883;;925,0;12              ;-119    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000001BC;3F53012B00005D18;00KB23006385    ;0.166;;2025/01/22 13:19:07.000000000;0002       ;           ;6866;;924,0;12              ;-113    ;-20,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A530121010207B4;6353012AF1039198;00KA24021582    ;94.896;;2025/01/22 13:19:05.000000000;0000       ;           ;2443;;924,0;12              ;-84     ;4,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
5A53012A000001BB;3F53012B00005D18;00KB23006385    ;0.166;;2025/01/22 13:19:04.000000000;0002       ;           ;6866;;924,0;12              ;-113    ;-14,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
3853014814180006;3F53012B00001A8D;00KA21016383    ;382.0;;2025/01/22 13:19:02.000000000;0002       ;           ;11218;;924,0;12              ;-110    ;-10,0;3;;;;;;;;;;;;;;;;;;;;;;;;;                    ;2025/01/22 00:00:00.000000000
